X67847|S000004763	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium
X68174|S000009597	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X68179|S000014607	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X68181|S000013400	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X68189|S000260539	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X68316|S000260680	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X68388|S000364342	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer
X68390|S000364344	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Ensifer
X68415|S000011919	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina
X68416|S000006574	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X68418|S000004394	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
X68464|S000041020	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp1
X68466|S000040796	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
X68467|S000040899	Root;Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae;Gp3
X68645|S000012031	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Taylorella
X68712|S000414737	Root;Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium
X69194|S000010022	Root;Bacteria;Dictyoglomi;Dictyoglomi;Dictyoglomales;Dictyoglomaceae;Dictyoglomus
X69335|S000127397	Root;Bacteria;Firmicutes;Clostridia;Thermoanaerobacteriales;Thermoanaerobacteriaceae;Coprothermobacter
X69336|S000127963	Root;Bacteria;Firmicutes;Clostridia;Thermoanaerobacteriales;Thermoanaerobacteriaceae;Thermoanaerobacter
X69616|S000381252	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
X69837|S000752361	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Helcococcus
X70313|S000005065	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Exiguobacterium
X70316|S000004312	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Exiguobacterium
X70320|S000022194	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Kurthia
X70425|S000013670	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Streptosporangium
X70426|S000016631	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Streptosporangium
X70427|S000007578	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Acrocarpospora
X70428|S000004604	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptosporangineae;Streptosporangiaceae;Streptosporangium
X70429|S000004582	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Kutzneria
X70430|S000015414	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Saccharococcus
X70635|S000001482	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Frankineae;Acidothermaceae;Acidothermus
X70643|S000007404	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X70905|S000004801	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter
X70907|S000002714	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum
X70953|S000112434	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula
X70954|S000005137	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonales;Desulfuromonaceae;Pelobacter
X70955|S000009676	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonales;Desulfuromonaceae;Pelobacter
X70971|S000006180	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
X71837|S000414747	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Incertae sedis 4;Caedibacter
X71838|S000010403	Root;Bacteria;Nitrospira;Nitrospira;Nitrospirales;Nitrospiraceae;Magnetobacterium
X71846|S000014604	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71847|S000007743	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71848|S000007744	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71849|S000005084	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71850|S000009214	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71851|S000015700	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71852|S000006587	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71853|S000015326	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71854|S000003488	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71855|S000012710	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71856|S000014948	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71857|S000021696	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71858|S000011936	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X71860|S000012715	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium
X71862|S000015197	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces
X71863|S000006932	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
X72495|S000414748	Root;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Natrialba
X72721|S000752370	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
X72724|S000752373	Root;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Incertae sedis 5;Ideonella
X72767|S000015721	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium
X72768|S000008874	Root;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Desulfurella
X72770|S000002740	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus
X72773|S000002004	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter
X72775|S000009267	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium
X72776|S000012740	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas
X72777|S000014649	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium
X72778|S000013454	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas
X72865|S000013701	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Acidaminococcaceae;Phascolarctobacterium
X72868|S000007751	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X72869|S000008489	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X72870|S000012708	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X72908|S000005151	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus
X73041|S000021625	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Blastobacter
X73042|S000015514	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Blastobacter
X73394|S000016423	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73395|S000000143	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73396|S000016060	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73397|S000010036	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73398|S000002733	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73399|S000000625	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73400|S000009258	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73401|S000000243	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73404|S000005110	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73405|S000010819	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Fluoribacter
X73407|S000011213	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73408|S000004340	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73409|S000004341	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
X73436|S000260726	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73437|S000260727	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73439|S000260454	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73440|S000260570	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73443|S000260729	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73446|S000260201	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73447|S000260202	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73448|S000260571	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73449|S000260075	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73450|S000260455	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73451|S000260730	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X73452|S000260572	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor
X73819|S000008528	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus
X73820|S000014972	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter
X73965|S000011989	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Prevotellaceae;Prevotella
X73976|S000381264	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Bifidobacteriales;Incertae sedis 10;Turicella
X74066|S000015956	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter
X74674|S000021367	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74675|S000005772	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74677|S000016358	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74678|S000008085	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74679|S000005056	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74680|S000000394	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74682|S000001937	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74683|S000014207	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74684|S000004272	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas
X74685|S000009276	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
X74686|S000000445	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
X74687|S000003552	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
X74688|S000009282	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Plesiomonas
X74689|S000013955	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74690|S000005172	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Beneckea
X74695|S000002810	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74698|S000000837	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74699|S000007050	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio
X74700|S000019693	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium
X74701|S000010467	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74702|S000006317	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74703|S000004811	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74704|S000007400	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74705|S000005174	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74706|S000008971	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74709|S000005931	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella
X74710|S000009720	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74711|S000000839	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74713|S000002054	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74714|S000007401	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74715|S000011291	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74716|S000001193	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74717|S000021486	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74718|S000009721	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74719|S000007051	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74720|S000013957	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Beneckea
X74722|S000007402	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74723|S000011660	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74724|S000007850	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74725|S000005176	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74726|S000013154	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74770|S000260778	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X74913|S000015049	Root;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Zoogloea
X75272|S000016392	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X75275|S000011663	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia
X75277|S000008976	Root;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia
X75617|S000020692	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter
X75618|S000011481	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter
X75620|S000728860	Root;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter
X75751|S000019075	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Melissococcus
X75788|S000013058	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Caloramator
X75907|S000128907	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X75908|S000130514	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X76163|S000260335	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X76259|S000002378	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
X76260|S000009680	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
X76261|S000000633	Root;Bacteria;Bacteroidetes;Bacteroidetes;Bacteroidales;Porphyromonadaceae;Porphyromonas
X76327|S000003125	Root;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
X76437|S000008098	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76439|S000013858	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76440|S000003470	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76443|S000381271	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76444|S000022130	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76445|S000003074	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76446|S000006950	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76447|S000001559	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76449|S000010355	Root;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus
X76564|S000009202	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Brevibacteriaceae;Brevibacterium
X76565|S000008099	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Brevibacteriaceae;Brevibacterium
X76566|S000334556	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Brevibacteriaceae;Brevibacterium
X76649|S000014690	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina
X76650|S000012021	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Sarcina
X76740|S000260369	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X76744|S000260249	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X76745|S000260250	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X76746|S000260780	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X76748|S000260204	Root;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
X76953|S000000783	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Actinosynnemataceae;Actinokineospora
X76954|S000017361	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Pseudonocardia
X76955|S000003849	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Pseudonocardia
X76956|S000003865	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Pseudonocardia
X76957|S000011900	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Amycolatopsis
X76958|S000007274	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Amycolatopsis
X76959|S000009681	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Pseudonocardia
X76962|S000013135	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Saccharopolyspora
X76963|S000009298	Root;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Actinosynnemataceae;Saccharothrix
